Location,Land Area,Bedrooms,Floor,Facing,Road Access,Price
"Nakhipot, L'",2.9,4,2.5,S,20,29000000.0
"Lubhu, L'",2.5,4,2.5,S,13,17500000.0
"Budhanilkantha, K'",4.5,6,2.5,N,13,33500000.0
"Panga, K'",4.0,13,4.0,N,12,27500000.0
"Budhanilkantha, K'",6.0,6,2.5,SE,15,60000000.0
"Anamnagar, K'",3.0,4,4.0,W,4,13000000.0
"Greenhill City, K'",4.0,5,3.0,S,13,25500000.0
"Golfutar, K'",5.2,4,2.5,SE,13,39000000.0
"Budhanilkantha, K'",7.0,5,2.5,SE,14,75000000.0
"Khumaltar, L'",3.2,3,2.5,E,13,36500000.0
"Thaiba, L'",6.0,4,2.5,SE,20,45000000.0
"Bhaisepati, L'",3.3,4,2.5,N,20,41000000.0
"Naya Basti, K'",3.0,7,2.5,S,10,20500000.0
"Gongabu, K'",3.1,8,3.5,W,10,37500000.0
"Golfutar, K'",4.2,3,2.5,W,16,43500000.0
"Dhapasi, K'",3.3,5,2.5,SW,13,31000000.0
"Banasthali, K'",4.0,4,2.5,S,14,31000000.0
"Manjushree Marga, L'",4.0,5,2.0,S,13,27500000.0
"Budhanilkantha, K'",3.0,6,2.5,NW,15,32000000.0
"Handigaun, K'",7.2,7,2.5,S,15,52500000.0
"Chakupat, L'",6.0,5,3.5,S,13,60000000.0
"Deuba Chowk, K'",7.1,8,4.0,E,13,70000000.0
"Satungal, K'",4.3,2,1.0,E,14,21500000.0
"Hattigauda, K'",6.0,6,2.5,E,15,57500000.0
"Naxal, K'",10.0,6,2.5,E,12,82000000.0
"Bansbari, K'",6.2,6,2.5,N,13,55000000.0
"Mandikhatar, K'",3.1,4,2.5,E,13,28500000.0
"Samakhusi, K'",3.3,5,3.0,N,15,30500000.0
"Budhanilkantha, K'",5.0,8,3.5,N,20,69000000.0
"Budhanilkantha, K'",6.0,4,2.0,S,15,47000000.0
"Budhanilkantha, K'",3.2,4,2.0,SE,13,19000000.0
"Mahankal, K'",4.0,4,2.5,N,20,33500000.0
"Narayantar, K'",3.2,6,3.0,S,13,30000000.0
"Budhanilkantha, K'",5.0,5,2.5,S,16,46500000.0
"Narayantar, K'",3.0,6,3.0,S,11,24000000.0
"Budhanilkantha, K'",4.0,6,2.5,N,13,32000000.0
"Nagdaha, L'",3.2,4,2.5,N,20,33000000.0
"Sorhakhutte, K'",5.0,9,3.5,S,12,47500000.0
"Raniban, K'",3.5,6,2.5,S,20,28000000.0
"Budhanilkantha, K'",3.2,6,2.5,N,12,29000000.0
"Gongabu, K'",5.0,4,2.0,W,10,37000000.0
"Sampang Chowk, L'",5.2,5,2.5,S,13,38500000.0
"Ganesh Chowk, K'",6.1,6,2.5,S,15,62000000.0
"Budhanilkantha, K'",5.0,6,2.5,W,13,45000000.0
"Budhanilkantha, K'",4.2,5,2.5,S,13,37500000.0
"Gwarko, L'",4.2,6,3.5,S,14,35500000.0
"Gothatar, K'",7.0,7,3.5,W,14,56000000.0
"Kalimati, K'",9.2,5,3.0,SE,13,92500000.0
"Nalinchwok, B'",3.0,3,2.5,N,8,11000000.0
"Samakhusi, K'",4.0,6,2.5,N,13,33000000.0
"Dhumbarahi, K'",6.0,5,2.5,SE,20,65000000.0
"Kharibot, K'",3.0,6,3.0,E,13,23500000.0
"Nakhu, L'",4.1,5,3.0,NE,10,36000000.0
"Ochu Height, L'",3.2,4,2.5,W,13,22500000.0
"Imadol, L'",3.1,4,2.0,N,16,25000000.0
"Tikathali, L'",3.0,6,2.5,SE,13,23000000.0
"Tikathali, L'",3.0,2,1.0,N,13,15000000.0
"Imadol, L'",3.2,4,2.5,W,13,30000000.0
"Hattiban, L'",3.2,4,2.5,N,22,35000000.0
"Hattiban, L'",3.2,5,2.5,S,13,25000000.0
"Tikathali, L'",2.2,5,2.5,S,13,19500000.0
"Imadol, L'",4.0,4,2.5,S,13,37500000.0
"Tikathali, L'",2.2,4,2.5,S,13,19500000.0
"Kapan, K'",5.1,6,2.5,SE,13,38500000.0
"Chabahil, K'",5.2,5,2.5,SE,5,21500000.0
"Chapali, K'",4.1,5,2.5,SW,15,33500000.0
"Budhanilkantha, K'",3.1,4,2.5,N,18,26500000.0
"Budhanilkantha, K'",6.0,6,2.5,N,13,37000000.0
"Lamatar, L'",3.0,2,1.0,SE,13,12000000.0
"Bafal, K'",8.3,4,3.5,E,13,60000000.0
"Budhanilkantha, K'",10.0,4,2.5,S,15,82000000.0
"Hattiban, L'",4.1,7,3.0,NE,13,39500000.0
"Karyabinayak, L'",3.0,3,2.5,S,20,35000000.0
"Gwarko, L'",2.1,6,2.0,W,13,25000000.0
"Mulpani, K'",4.0,6,2.5,W,12,15500000.0
"Sano bharyang, K'",4.2,4,2.5,E,20,39500000.0
"Bhaisepati, L'",6.2,5,2.5,SW,13,62500000.0
"Kapan, K'",3.1,5,2.5,N,13,24000000.0
"Deuba Chowk, K'",8.0,8,2.5,E,13,49500000.0
"Pasikot, K'",5.0,6,2.5,NE,13,34000000.0
"Golfutar, K'",5.0,5,2.5,W,15,44500000.0
"Gurjudhara, K'",3.2,6,2.5,E,13,22000000.0
"Chunikhel, K'",4.1,6,2.5,S,13,28500000.0
"Bhaisepati, L'",4.0,5,2.5,S,13,27500000.0
"Baluwakhani, K'",3.2,2,1.0,E,13,17000000.0
"Hasantar, K'",8.0,4,2.5,SE,20,48500000.0
"Golfutar, K'",6.1,5,2.5,W,14,65000000.0
"Bhaisepati, L'",4.0,4,2.5,SE,13,49500000.0
"Jyotinagar, K'",5.0,5,2.5,E,18,35000000.0
"Balkumari, L'",5.2,8,4.0,N,12,55000000.0
"Baluwakhani, K'",3.0,5,2.5,W,20,24500000.0
"Goldhunga, K'",3.3,5,2.5,S,10,17000000.0
"Bhaisepati, L'",3.0,4,3.5,SE,16,25000000.0
"Sitapaila, K'",4.0,7,2.5,S,12,30000000.0
"Pingalasthan, K'",5.0,7,3.5,SE,20,45000000.0
"Budhanilkantha, K'",5.0,7,2.5,NE,13,44800000.0
"Rudreshwor, K'",5.0,5,2.5,W,13,35000000.0
"Budhanilkantha, K'",9.1,4,2.5,SW,13,60000000.0
"Syuchatar, K'",4.1,7,3.5,S,20,85000000.0
"Sundarbasti, K'",3.2,7,2.5,E,13,24900000.0
"Nikhileshwor, K'",3.1,5,2.5,W,16,27500000.0
"Chunikhel, K'",4.1,5,3.5,E,13,31500000.0
"Tokha, K'",4.0,7,2.5,N,20,19000000.0
"Jyotinagar, K'",3.5,6,2.5,S,13,22500000.0
"Bafal, K'",4.2,4,2.5,S,13,27500000.0
"Suryabinayak, B'",5.2,5,2.5,S,12,32200000.0
"Mhaipi, K'",4.2,5,3.5,N,20,35000000.0
"Vinayak Colony, L'",4.3,4,2.5,W,20,51000000.0
"Bhaisepati, L'",3.2,4,2.5,S,20,27500000.0
"Dhapakhel, L'",4.0,4,2.5,SW,27,40000000.0
"Budhanilkantha, K'",6.0,6,2.5,NE,15,61000000.0
"Kadaghari, K'",3.0,5,2.5,SW,13,26000000.0
"Syuchatar, K'",4.0,4,2.5,S,20,39000000.0
"Makalbari, K'",3.0,5,2.5,W,13,19500000.0
"Kapan, K'",4.2,6,2.5,E,13,28500000.0
"Tenzing Chowk, K'",8.2,6,2.5,SE,12,65500000.0
"Dhapasi, K'",4.1,7,3.5,SE,16,36000000.0
"Nardevi, K'",1.1,7,4.5,E,5,18000000.0
"Paiyatar, K'",3.1,7,4.0,W,10,18500000.0
"Dhapakhel, L'",3.0,5,2.5,NE,20,27000000.0
"Changathali, L'",4.3,4,2.0,S,13,28500000.0
"Imadol, L'",4.0,5,2.5,SE,13,33000000.0
"Imadol, L'",3.3,6,3.5,W,20,36500000.0
"Imadol, L'",4.2,5,2.5,E,13,36500000.0
"Balkot, B'",3.2,4,2.5,S,13,25000000.0
"Tikathali, L'",4.0,4,2.0,E,13,22000000.0
"Imadol, L'",3.0,4,2.5,E,12,23000000.0
"Sanagaun, L'",3.1,4,2.5,S,16,22000000.0
"Imadol, L'",3.3,4,2.5,SW,13,25000000.0
"Imadol, L'",4.0,6,3.5,N,13,35000000.0
"Imadol, L'",4.0,7,3.5,N,13,35000000.0
"Imadol, L'",3.0,4,2.5,W,20,22000000.0
"Imadol, L'",3.1,5,2.5,SE,10,23000000.0
"Imadol, L'",3.3,4,2.5,E,13,28500000.0
"Imadol, L'",3.0,4,2.5,W,13,26000000.0
"Balkhu, K'",6.0,8,3.0,SW,15,42500000.0
"Khumaltar, L'",5.1,5,2.5,E,12,24000000.0
"Balkhu, K'",3.0,3,2.5,N,16,22300000.0
"Mandikhatar, K'",4.0,6,2.5,E,13,27500000.0
"Pepsicola, K'",4.2,7,3.5,E,36,50000000.0
"Pasikot, K'",4.3,5,2.5,S,20,30000000.0
"Goldhunga, K'",4.5,8,3.5,W,10,29900000.0
"Goldhunga, K'",3.0,8,3.5,W,10,29900000.0
"Chunikhel, K'",3.0,2,1.0,S,12,13300000.0
"Imadol, L'",2.2,4,2.5,S,10,19000000.0
"Kapan, K'",3.3,6,2.5,S,22,33000000.0
"Patan, L'",2.0,3,4.0,S,12,18000000.0
"Dhapasi, K'",6.0,5,2.5,E,10,32500000.0
"Budhanilkantha, K'",5.2,6,2.5,E,15,45000000.0
"Hattigauda, K'",6.0,7,2.5,NE,14,37500000.0
"Baluwakhani, K'",5.1,7,2.5,E,13,34500000.0
"Jorpati, K'",2.2,3,2.5,S,12,14300000.0
"New Buspark, K'",9.0,6,3.5,E,13,85000000.0
"Mitrapark, K'",10.0,7,3.5,E,13,95000000.0
"Boharatar, K'",3.1,4,2.5,E,13,23000000.0
"Chappal karkhana, K'",8.3,5,2.5,S,13,75000000.0
"Sitapaila, K'",4.0,3,2.5,E,13,27500000.0
"Imadol, L'",3.2,4,2.5,E,13,26000000.0
"Imadol, L'",2.2,6,2.5,N,13,17500000.0
"Dhapasi, K'",4.0,3,2.5,S,13,29500000.0
"Dholahiti, L'",4.0,4,2.5,SW,27,40000000.0
"Jyotinagar, K'",4.0,7,2.5,SE,14,35000000.0
"Imadol, L'",3.1,6,2.5,N,13,22500000.0
"Imadol, L'",2.3,4,2.5,N,13,21000000.0
"Ochu Height, L'",3.0,4,2.5,W,13,22500000.0
"Imadol, L'",3.3,6,2.5,W,20,25500000.0
"Bhangal, K'",4.0,6,2.5,SE,18,27000000.0
"Sitapaila, K'",5.0,4,2.5,N,13,29500000.0
"Goldhunga, K'",3.0,4,2.5,E,16,20500000.0
"Mandikhatar, K'",3.0,10,2.5,SE,13,25000000.0
"Lolang, K'",3.0,2,1.0,E,13,13800000.0
"Bhangal, K'",5.0,5,2.5,E,13,29500000.0
"Mandikhatar, K'",3.2,5,2.5,E,13,22200000.0
"Megha City, K'",3.2,5,3.5,SE,13,29900000.0
"Kapan, K'",3.0,2,1.0,E,10,11200000.0
"Ram Mandir, K'",4.2,6,2.5,SW,13,27200000.0
"Syuchatar, K'",4.0,6,2.0,N,13,22400000.0
"Budhanilkantha, K'",3.0,4,3.0,NE,10,29900000.0
"Grande Hospital, K'",4.1,6,2.5,SW,10,32800000.0
"Mandikhatar, K'",4.0,6,2.5,S,12,25000000.0
"Mandikhatar, K'",8.0,5,3.5,W,32,65000000.0
"Balambu, K'",4.0,4,2.5,E,13,22500000.0
"Sainbu, L'",4.7,4,2.0,SW,13,35000000.0
"Ramkot, K'",3.2,6,2.5,W,16,26000000.0
"Sitapaila, K'",3.8,4,4.0,W,14,35000000.0
"Thankot, K'",3.0,8,2.5,E,13,22000000.0
"Bafal, K'",3.2,6,2.5,S,13,45000000.0
"Ramkot, K'",7.2,9,2.5,E,16,42000000.0
"Raniban, K'",3.2,4,2.0,N,20,32000000.0
"Sitapaila, K'",7.2,5,2.5,NE,16,50000000.0
"Raniban, K'",4.2,6,3.5,SW,20,42500000.0
"Raniban, K'",4.3,3,2.5,E,20,42500000.0
"Golfutar, K'",8.0,7,5.0,N,14,77500000.0
"Kapan, K'",4.6,5,2.5,SW,15,47500000.0
"Sano bharyang, K'",10.0,8,3.5,W,14,50000000.0
"Sano bharyang, K'",6.3,5,2.5,NW,16,35000000.0
"Budhanilkantha, K'",1.0,6,2.0,W,20,90000000.0
"Dhapasi, K'",1.0,5,2.0,E,20,70000000.0
"Lubhu, L'",3.0,3,3.0,SE,11,11000000.0
"Budhanilkantha, K'",8.0,5,2.0,E,20,50000000.0
"Sukedhara, K'",4.0,6,2.5,SE,12,32500000.0
"Chapali, K'",4.0,5,3.0,NW,14,39900000.0
"Budhanilkantha, K'",5.0,2,1.0,S,12,15000000.0
"Budhanilkantha, K'",8.0,5,3.0,SE,20,52500000.0
"Budhanilkantha, K'",4.0,6,3.0,E,13,26500000.0
"Sitapaila, K'",4.0,6,3.0,E,13,25500000.0
"Narephate, K'",6.0,6,2.5,E,20,33000000.0
"Sipadol, B'",3.0,7,3.0,E,10,20500000.0
"Sitapaila, K'",4.0,4,2.5,E,13,24000000.0
"Dhapasi, K'",6.1,6,3.0,SE,32,37000000.0
"Imadol, L'",4.0,7,3.5,S,13,22000000.0
"Pepsicola, K'",6.5,6,3.0,E,16,58500000.0
"Imadol, L'",3.0,4,2.5,E,13,18500000.0
"Imadol, L'",3.0,4,2.5,E,13,21000000.0
"Imadol, L'",3.0,5,3.0,S,13,17500000.0
"Kapan, K'",4.0,6,3.0,E,16,27500000.0
"Mandikhatar, K'",7.0,7,4.0,E,15,40000000.0
"Hattigauda, K'",5.0,6,3.0,W,14,26500000.0
"Budhanilkantha, K'",3.1,6,3.0,NE,18,22500000.0
"Tokha, K'",9.0,9,4.0,E,13,40000000.0
"Sukedhara, K'",3.5,6,3.0,E,15,30000000.0
"Budhanilkantha, K'",5.0,5,3.0,N,13,33000000.0
"Budhanilkantha, K'",4.0,5,2.0,W,13,30500000.0
"Mandikhatar, K'",3.1,2,1.0,SW,13,14000000.0
"Budhanilkantha, K'",4.0,6,3.0,SE,13,28000000.0
"Tokha, K'",4.0,10,4.0,SE,26,41000000.0
"Budhanilkantha, K'",4.5,6,3.0,E,14,27000000.0
"Tokha, K'",3.1,5,3.0,E,13,22000000.0
"Budhanilkantha, K'",8.0,5,3.0,SE,15,37000000.0
"Baluwatar, K'",6.0,4,2.5,SW,13,46000000.0
"Naikap, K'",4.0,5,3.0,E,13,22500000.0
"Balkot, B'",4.5,3,2.0,N,20,29000000.0
"Bazar, K'",3.0,3,3.0,E,20,31000000.0
"Jorpati, K'",1.0,5,3.0,SW,12,21000000.0
"Makalbari, K'",4.0,7,2.5,W,10,20000000.0
"Sipadol, B'",3.0,7,3.5,W,20,19000000.0
"Dhapasi, K'",2.4,8,3.0,S,12,40000000.0
"Imadol, L'",3.0,2,1.0,W,20,12500000.0
"Imadol, L'",3.0,5,2.5,E,20,19500000.0
"Imadol, L'",3.0,5,2.5,W,20,22000000.0
"Imadol, L'",4.0,4,2.5,E,20,21500000.0
"Imadol, L'",3.0,4,2.5,NE,20,19500000.0
"Imadol, L'",3.0,4,2.5,S,13,19000000.0
"Imadol, L'",3.0,4,2.5,S,13,18000000.0
"Swayambhu, K'",5.0,8,3.0,S,12,37000000.0
"Swayambhu, K'",4.0,6,3.0,S,12,34000000.0
"Manamaiju, K'",4.0,8,3.0,S,16,26000000.0
"Imadol, L'",3.3,6,3.0,N,10,23500000.0
"Kalanki, K'",4.0,4,2.5,NW,10,17000000.0
"Imadol, L'",3.0,2,1.5,S,13,12500000.0
"Tikathali, L'",3.0,2,1.5,S,13,12500000.0
"Imadol, L'",3.0,4,2.5,NW,13,19000000.0
"Kadaghari, K'",4.0,2,1.5,SW,20,15500000.0
"Bhaisepati, L'",3.51,3,5.0,E,40,16500000.0
"Manamaiju, K'",3.0,5,3.0,W,14,17000000.0
"Godawari, L'",5.0,3,2.0,W,16,12500000.0
"Imadol, L'",4.0,5,2.5,NW,10,22000000.0
"Tikathali, L'",3.0,2,1.5,W,13,11000000.0
"Imadol, L'",3.0,4,1.5,NE,13,13000000.0
"Hattisar, K'",5.0,3,3.0,S,20,50000000.0
"Tokha, K'",5.0,6,3.0,N,14,30000000.0
"Bhaisepati, L'",4.3,4,3.0,S,12,31500000.0
"Harisiddhi, L'",3.0,3,3.0,SE,18,18000000.0
"Budhanilkantha, K'",8.0,4,3.0,SW,20,57500000.0
"Shankhamul, K'",3.0,7,2.5,W,12,35000000.0
"Chabahil, K'",2.5,6,4.0,E,20,25000000.0
"Golfutar, K'",4.0,5,3.0,S,20,37000000.0
"Budhanilkantha, K'",5.0,5,2.0,E,20,36500000.0
"Sano bharyang, K'",3.0,5,3.0,E,14,22500000.0
"Bharyang, K'",3.0,5,3.0,E,15,23500000.0
"Budhanilkantha, K'",3.0,4,3.0,E,15,22500000.0
"Budhanilkantha, K'",4.0,5,3.0,E,15,32500000.0
"Thankot, K'",4.0,10,2.0,E,3,11000000.0
"Sukedhara, K'",5.0,5,2.0,E,12,42500000.0
"Budhanilkantha, K'",6.0,5,2.0,E,18,35000000.0
"Sukedhara, K'",6.0,6,3.0,E,20,45000000.0
"Manamaiju, K'",3.75,5,3.0,E,12,17000000.0
"Goldhunga, K'",3.0,6,2.5,SE,10,16500000.0
"Sitapaila, K'",3.0,4,2.5,E,13,20500000.0
"Imadol, L'",4.75,7,3.0,NE,13,25000000.0
"Imadol, L'",4.0,4,1.0,SW,20,21000000.0
"Kapan, K'",1.26,6,3.0,S,13,18000000.0
"Gairgaun, K'",5.0,4,3.0,E,14,55000000.0
"Budhanilkantha, K'",6.0,5,3.0,NE,13,45000000.0
"Sano bharyang, K'",3.1,6,3.0,E,14,22500000.0
"Swayambhu, K'",3.0,6,3.0,E,13,23500000.0
"Bhaisepati, L'",4.0,4,2.0,NE,40,28200000.0
"Kadaghari, K'",3.0,2,1.0,E,10,13000000.0
"Budhanilkantha, K'",4.0,5,3.0,E,13,32500000.0
"Satungal, K'",5.0,11,3.0,N,13,26000000.0
"Chapali, K'",5.0,7,4.0,SE,13,24000000.0
"Dhapakhel, L'",2.0,3,2.5,W,12,17700000.0
"Pasikot, K'",3.0,5,3.0,NE,14,16800000.0
"Budhanilkantha, K'",5.5,6,3.0,NE,30,34000000.0
"Budhanilkantha, K'",3.0,5,3.0,SE,14,22500000.0
"Baluwatar, K'",5.0,7,2.5,N,10,41000000.0
"Bhaisepati, L'",7.0,8,4.0,NW,12,37500000.0
"Tinthana, K'",3.0,5,2.5,E,13,16000000.0
"Tikathali, L'",4.0,6,2.5,W,20,21500000.0
"Baluwatar, K'",6.0,5,2.5,S,13,60000000.0
"Thankot, K'",3.0,6,3.0,W,23,13000000.0
"Nagarjun, K'",3.25,5,3.0,N,15,17500000.0
"Bafal, K'",4.0,7,3.0,S,10,31000000.0
"Imadol, L'",3.0,5,3.0,NE,20,19500000.0
"Budhanilkantha, K'",8.0,5,2.0,E,20,65000000.0
"Budhanilkantha, K'",6.0,6,3.0,E,16,37000000.0
"Budhanilkantha, K'",3.0,4,2.0,E,15,19000000.0
"Dhapasi, K'",8.0,5,3.0,SE,22,65000000.0
"Imadol, L'",3.0,5,2.5,W,20,19500000.0
"Sitapaila, K'",4.0,8,3.0,W,14,24000000.0
"Tikathali, L'",1.1,5,4.0,E,15,20000000.0
"Imadol, L'",4.0,6,3.0,W,13,23500000.0
"Jorpati, K'",3.0,4,2.0,S,18,24000000.0
"Tikathali, L'",9.0,4,3.0,S,15,40000000.0
"Balkot, B'",5.0,4,3.0,S,28,39999999.0
"Shantinagar, K'",7.0,7,3.0,W,13,43500000.0
"Basundhara, K'",2.5,4,2.0,E,16,22500000.0
"Golfutar, K'",6.0,6,3.0,E,15,45000000.0
"Chabahil, K'",4.5,5,3.0,E,14,49500000.0
"Baniyatar, K'",3.5,6,3.0,NE,15,24000000.0
"Basundhara, K'",8.0,6,3.0,SW,20,45000000.0
"Basundhara, K'",10.0,7,3.0,S,15,60000000.0
"Basundhara, K'",2.5,5,3.0,E,14,22500000.0
"Sukedhara, K'",6.0,8,4.0,SE,20,42000000.0
"Imadol, L'",3.0,2,1.35,NE,10,13000000.0
"Imadol, L'",3.0,2,1.5,N,10,12700000.0
"Imadol, L'",2.0,2,1.5,W,16,11000000.0
"Imadol, L'",3.0,2,1.5,W,13,12000000.0
"Tikathali, L'",3.0,2,1.5,E,13,12500000.0
"Budhanilkantha, K'",3.0,8,3.0,N,10,19000000.0
"Tikathali, L'",3.0,2,1.5,S,13,11500000.0
"Tikathali, L'",4.0,2,1.5,NE,16,15000000.0
"Tikathali, L'",3.0,2,1.5,E,13,11000000.0
"Bhangal, K'",4.0,5,3.0,W,13,23000000.0
"Baluwatar, K'",5.5,7,4.0,E,14,60000000.0
"Baluwatar, K'",5.5,5,4.0,E,13,60000000.0
"Basundhara, K'",4.0,7,3.0,E,14,25500000.0
"Samakhusi, K'",7.0,5,2.0,SE,14,55000000.0
"Kapan, K'",3.3,5,2.0,E,13,24000000.0
"Samakhusi, K'",7.0,5,3.0,S,14,55000000.0
"Basundhara, K'",3.75,7,4.0,SW,14,25500000.0
"Mandikhatar, K'",4.0,6,2.0,E,15,27500000.0
"Budhanilkantha, K'",10.0,5,2.0,E,16,63000000.0
"Budhanilkantha, K'",6.0,6,3.0,E,30,34500000.0
"Baluwatar, K'",5.2,3,2.0,E,15,39500000.0
"Imadol, L'",5.0,4,1.5,NE,4,12000000.0
"Tikathali, L'",3.0,2,1.0,E,13,12500000.0
"Imadol, L'",3.75,4,3.0,W,13,23500000.0
"Imadol, L'",3.0,6,3.0,E,13,27000000.0
"Mandikhatar, K'",4.0,7,3.0,E,13,27600000.0
"Chabahil, K'",4.5,4,2.0,E,16,50000000.0
"Banasthali, K'",3.0,4,2.0,E,15,22500000.0
"Baluwatar, K'",6.0,6,3.0,SE,15,42500000.0
"Budhanilkantha, K'",3.1,5,3.0,N,13,18000000.0
"Bhangal, K'",4.0,6,3.0,E,14,27500000.0
"Shantinagar, K'",5.0,5,2.5,W,15,33000000.0
"Satdobato, L'",5.0,5,3.0,S,8,3700000.0
"Imadol, L'",4.0,4,2.5,SW,20,21000000.0
"Bhaisepati, L'",4.0,5,3.0,SE,13,28500000.0
"Chapali, K'",8.5,7,3.0,E,13,42000000.0
"Gwarko, L'",3.0,3,2.5,S,13,21000000.0
"Gothatar, K'",3.0,3,2.5,E,14,18500000.0
"Kapan, K'",3.0,4,3.0,W,16,17000000.0
"Mandikhatar, K'",4.0,8,3.0,SE,20,32500000.0
"Budhanilkantha, K'",4.0,5,3.0,E,15,29800000.0
"Hattigauda, K'",5.5,5,3.0,NW,14,33500000.0
"Budhanilkantha, K'",5.0,7,3.0,SW,20,29900000.0
"Basundhara, K'",5.3,6,3.0,S,14,49000000.0
"Buddhanagar, K'",3.0,5,2.5,S,10,29900000.0
"Tokha, K'",3.0,6,3.0,E,13,21000000.0
"Hattigauda, K'",6.0,5,3.0,N,13,45000000.0
"Tokha, K'",4.0,6,3.0,SE,14,33500000.0
"Hattigauda, K'",4.0,5,3.0,N,15,28500000.0
"Bazar, K'",5.0,5,3.0,E,20,35000000.0
"Budhanilkantha, K'",8.5,5,3.0,W,13,49000000.0
"Bharyang, K'",7.0,5,3.0,E,15,39000000.0
"Tokha, K'",4.0,6,3.0,E,13,29000000.0
"Budhanilkantha, K'",5.0,5,3.0,S,16,44500000.0
"Basundhara, K'",4.1,5,3.0,E,16,29800000.0
"Baneshwor, K'",4.0,6,3.0,E,15,38700000.0
"Baneshwor, K'",4.0,6,3.0,E,13,39000000.0
"Syuchatar, K'",4.0,4,1.5,S,18,15000000.0
"Tinkune, K'",5.75,4,2.0,E,11,32500000.0
"Sitapaila, K'",4.0,6,2.5,E,14,21000000.0
"Imadol, L'",3.0,5,2.5,S,20,21500000.0
"Imadol, L'",3.0,6,2.5,S,20,22500000.0
"Golfutar, K'",7.0,4,2.0,E,20,35000000.0
"Basundhara, K'",5.0,4,2.0,E,15,36500000.0
"Hattigauda, K'",5.0,4,2.0,SE,15,37500000.0
"Tokha, K'",3.1,4,2.0,E,12,25000000.0
"Budhanilkantha, K'",4.0,4,2.0,E,14,24000000.0
"Basundhara, K'",4.75,4,3.0,E,15,35500000.0
"Hattigauda, K'",5.5,4,2.0,E,15,35500000.0
"Tokha, K'",4.0,4,2.0,E,13,29500000.0
"Kapan, K'",4.5,4,2.0,SE,14,28000000.0
"Dhapasi, K'",5.0,4,2.0,E,15,35000000.0
"Golfutar, K'",9.0,4,2.0,SE,20,55000000.0
"Maharajgunj, K'",8.0,4,2.0,SE,14,55000000.0
"Samakhusi, K'",5.0,6,2.0,E,15,35000000.0
"Budhanilkantha, K'",6.0,5,2.0,NE,15,36000000.0
"Kapan, K'",4.0,4,2.0,NE,14,26000000.0
"Golfutar, K'",9.0,5,2.0,SE,16,47500000.0
"Kapan, K'",3.2,5,3.0,E,13,18200000.0
"Kapan, K'",4.0,6,3.0,E,14,26000000.0
"Swayambhu, K'",7.0,5,3.0,E,14,39000000.0
"Hattigauda, K'",5.5,5,3.0,NW,13,33500000.0
"Basundhara, K'",7.0,5,3.0,E,14,39900000.0
"Mandikhatar, K'",4.0,8,4.0,SE,20,32500000.0
"Budhanilkantha, K'",5.0,5,3.0,S,14,29000000.0
"Budhanilkantha, K'",6.0,5,3.0,E,13,36000000.0
"Golfutar, K'",9.0,4,3.0,E,15,47500000.0
"Imadol, L'",2.0,5,2.5,W,13,15000000.0
"Imadol, L'",3.0,6,2.5,N,13,20000000.0
"Samakhusi, K'",3.5,6,3.0,NW,13,23000000.0
"Imadol, L'",3.0,5,2.5,W,13,18500000.0
"Hattigauda, K'",4.0,6,3.0,NE,22,24500000.0
"Bhangal, K'",4.0,6,3.0,E,18,23800000.0
"Budhanilkantha, K'",4.5,5,3.0,SW,14,31000000.0
"Tokha, K'",4.0,6,3.0,S,13,29000000.0
"Maharajgunj, K'",8.0,5,3.0,S,15,56000000.0
"Maharajgunj, K'",9.0,5,3.0,SE,20,67500000.0
"Samakhusi, K'",3.75,6,3.0,E,13,37500000.0
"Samakhusi, K'",4.75,6,3.0,E,13,35000000.0
"Imadol, L'",3.0,5,2.5,E,20,22000000.0
"Imadol, L'",3.0,5,2.5,E,13,19500000.0
"Lubhu, L'",3.0,5,2.5,S,20,17000000.0
"Imadol, L'",3.0,6,2.5,S,16,17500000.0
"Imadol, L'",3.0,5,2.5,SE,13,17500000.0
"Naikap, K'",6.0,11,2.5,S,11,22000000.0
"Narephate, K'",3.0,5,2.5,E,13,22000000.0
"Nagarjun, K'",3.1,5,3.0,N,15,17500000.0
"Tokha, K'",4.0,4,2.0,E,12,21000000.0
"Imadol, L'",3.0,4,2.5,S,13,17000000.0
"Imadol, L'",3.0,8,2.5,S,13,17000000.0
"Imadol, L'",3.0,10,3.0,S,13,22000000.0
"Tarakeshwar, K'",4.0,2,1.0,NE,13,11500000.0
"Imadol, L'",3.5,4,3.0,S,13,19700000.0
"Baniyatar, K'",4.0,6,3.0,E,20,29000000.0
"Hattigauda, K'",5.5,6,3.0,E,13,45000000.0
"Golfutar, K'",7.0,4,3.0,W,30,36000000.0
"Hattigauda, K'",5.5,5,3.0,NW,13,35500000.0
"Bharyang, K'",2.75,3,3.0,SW,13,24100000.0
"Budhanilkantha, K'",7.5,5,3.0,E,20,40000000.0
"Thaiba, L'",3.0,3,3.0,S,20,20000000.0
"Imadol, L'",3.1,5,3.0,W,13,18000000.0
"Gongabu, K'",3.2,4,2.5,N,13,26000000.0
"Dhapasi, K'",3.5,5,3.0,E,13,25500000.0
"Chapali, K'",3.5,5,3.0,E,15,68000000.0
"Mandikhatar, K'",3.0,6,3.0,W,13,18200000.0
"Bhangal, K'",3.1,6,3.0,SW,12,19900000.0
"Baluwatar, K'",6.0,5,3.0,NE,13,60000000.0
"Ekatabasti, K'",4.0,7,3.0,SW,13,29900000.0
